"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
14372,2014,10,20,19,172,234,2,60,1800,65,16.2,1012.6,12,0,"SSE",1.6,"Huairou"
14373,2014,10,20,20,170,195,2,48,1700,68,16.3,1013.2,12.5,0,"S",1.2,"Huairou"
14374,2014,10,20,21,185,266,4,72,1900,36,16,1013.7,11.4,0,"S",2,"Huairou"
14375,2014,10,20,22,168,183,4,77,1800,23,15.1,1014.2,9.7,0,"SSW",1.2,"Huairou"
14376,2014,10,20,23,100,100,5,60,1600,25,14.2,1014.9,9.2,0,"SSW",1.2,"Huairou"
14377,2014,10,21,0,48,48,5,52,1500,20,13.8,1015.5,8.4,0,"SSW",1.6,"Huairou"
14378,2014,10,21,1,44,44,4,55,1400,10,13.4,1016,4.3,0,"SSW",1.4,"Huairou"
14379,2014,10,21,2,13,13,9,52,1300,10,12.9,1015.3,3.5,0,"S",1.8,"Huairou"
14380,2014,10,21,3,3,3,17,46,1700,14,12.8,1015.1,2.9,0,"SSW",1.8,"Huairou"
14381,2014,10,21,4,3,3,23,49,1600,11,12.4,1015,0.8,0,"SSW",1.2,"Huairou"
14382,2014,10,21,5,3,22,37,61,1800,4,11.8,1015.1,1.7,0,"WSW",1.1,"Huairou"
14383,2014,10,21,6,3,76,32,62,1600,3,11.4,1015.9,1.3,0,"SW",1.7,"Huairou"
14384,2014,10,21,7,3,86,30,64,1600,2,11.5,1016.7,1.1,0,"SSW",1.1,"Huairou"
14385,2014,10,21,8,3,39,28,58,1500,8,12.3,1017.2,-1.3,0,"SSW",1.4,"Huairou"
14386,2014,10,21,9,3,76,27,59,1400,9,12.6,1017.2,0,0,"S",1.3,"Huairou"
14387,2014,10,21,10,11,135,29,59,NA,5,13.1,1017,-0.9,0,"SW",1.3,"Huairou"
14388,2014,10,21,11,15,90,30,60,1400,7,13.5,1016.6,-4.2,0,"SSW",2.3,"Huairou"
14389,2014,10,21,12,8,34,22,53,1000,22,14.1,1015.7,-4.6,0,"SSW",1.9,"Huairou"
14390,2014,10,21,13,9,63,17,50,900,29,14.2,1015,-4.6,0,"S",1.9,"Huairou"
14391,2014,10,21,14,6,90,17,53,900,30,14.5,1014.5,-2.9,0,"S",1.3,"Huairou"
14392,2014,10,21,15,6,90,17,53,900,30,14.1,1014.2,-2.8,0,"SE",1.1,"Huairou"
14393,2014,10,21,16,20,95,18,60,1000,24,12.7,1014.2,-2,0,"SE",1.7,"Huairou"
14394,2014,10,21,17,23,113,17,64,1000,22,10,1014.6,2.8,0,"NW",0.8,"Huairou"
14395,2014,10,21,18,28,124,13,76,1000,8,8.5,1015,1.9,0,"WNW",1.7,"Huairou"
14396,2014,10,21,19,35,131,15,84,1100,2,7.7,1015.3,1.7,0,"WNW",1.7,"Huairou"
14397,2014,10,21,20,NA,164,9,77,1500,2,7.2,1015.7,0.4,0,"WNW",1.8,"Huairou"
14398,2014,10,21,21,38,95,6,70,1200,2,6.6,1015.8,0.9,0,"WNW",1.9,"Huairou"
14399,2014,10,21,22,44,72,5,63,1200,2,5.4,1015.7,1.1,0,"NNW",0.5,"Huairou"
14400,2014,10,21,23,42,66,4,60,1100,2,4.7,1015.7,1.2,0,"ESE",0.5,"Huairou"
14401,2014,10,22,0,28,76,3,57,1100,2,4.3,1015.6,2.3,0,"WNW",1.3,"Huairou"
14402,2014,10,22,1,33,63,2,51,1100,2,5.6,1015.6,2.2,0,"SSW",0.4,"Huairou"
14403,2014,10,22,2,35,67,3,48,900,2,6.3,1015.3,2.9,0,"SSE",0.5,"Huairou"
14404,2014,10,22,3,40,70,3,44,1000,2,6.6,1015.2,3.6,0,"E",0.5,"Huairou"
14405,2014,10,22,4,34,58,2,44,1000,2,6.9,1015,3.3,0,"N",0.5,"Huairou"
14406,2014,10,22,5,38,68,2,43,1100,2,6.9,1014.9,3.3,0,"ESE",0.6,"Huairou"
14407,2014,10,22,6,31,67,2,43,1100,2,7.1,1015.1,3.7,0,"SSE",0.4,"Huairou"
14408,2014,10,22,7,36,68,2,43,1200,2,8,1015.7,3.6,0,"ESE",0.9,"Huairou"
14409,2014,10,22,8,34,62,2,40,1300,2,9.2,1015.7,3,0,"E",0.7,"Huairou"
14410,2014,10,22,9,40,68,5,43,1300,3,10.4,1015.3,1.5,0,"ESE",1,"Huairou"
14411,2014,10,22,10,59,79,24,50,1100,5,11.1,1015.2,1.3,0,"E",0.5,"Huairou"
14412,2014,10,22,11,27,99,20,53,1100,6,11.6,1014.4,2.1,0,"SE",0.9,"Huairou"
14413,2014,10,22,12,NA,NA,18,52,1100,11,11.7,1013.6,3.2,0,"SE",1.6,"Huairou"
14414,2014,10,22,13,NA,NA,14,48,1200,10,13.3,1012.6,4.2,0,"SE",2.1,"Huairou"
14415,2014,10,22,14,NA,84,16,46,1100,16,13.2,1011.9,4.9,0,"SE",1.3,"Huairou"
14416,2014,10,22,15,56,108,19,49,1000,20,12.3,1011.6,5.5,0,"ESE",1.3,"Huairou"
14417,2014,10,22,16,70,135,16,62,1100,12,11.4,1011.1,5.3,0,"E",1,"Huairou"
14418,2014,10,22,17,90,167,14,77,1400,3,10.2,1011.4,6.5,0,"W",1,"Huairou"
14419,2014,10,22,18,99,183,7,80,1500,2,10.2,1011.7,6.7,0,"NW",1.1,"Huairou"
14420,2014,10,22,19,82,159,8,80,1400,2,10.6,1011.8,6.9,0,"NW",1.8,"Huairou"
14421,2014,10,22,20,91,175,7,76,1600,2,10.8,1011.5,6.9,0,"WNW",1.4,"Huairou"
14422,2014,10,22,21,93,171,6,73,1600,2,11,1011.3,6.5,0,"WNW",1.3,"Huairou"
14423,2014,10,22,22,92,161,4,72,1500,2,11.1,1010.9,6.4,0,"WNW",1.7,"Huairou"
14424,2014,10,22,23,92,149,4,73,1400,2,11.3,1010.2,6.4,0,"SSW",0.6,"Huairou"
14425,2014,10,23,0,88,137,4,73,1300,2,11,1009.8,7.3,0,"E",0.6,"Huairou"
14426,2014,10,23,1,83,134,4,72,1300,2,10.9,1009.5,7.8,0,"ESE",0.7,"Huairou"
14427,2014,10,23,2,84,132,5,71,1300,2,10.8,1008.9,7.8,0,"ENE",0.5,"Huairou"
14428,2014,10,23,3,81,124,4,67,1300,2,10.7,1008.3,8.1,0,"NNW",0.6,"Huairou"
14429,2014,10,23,4,81,121,4,66,1200,2,10.6,1008,8.2,0,"W",0.5,"Huairou"
14430,2014,10,23,5,82,127,3,62,1300,2,10.6,1007.9,8.4,0,"NW",0.8,"Huairou"
14431,2014,10,23,6,85,140,3,59,1400,2,10.7,1008,7.9,0,"SSE",1.1,"Huairou"
14432,2014,10,23,7,83,134,3,60,1600,2,11,1008.5,7.9,0,"WNW",0.5,"Huairou"
14433,2014,10,23,8,81,143,4,61,1900,2,11.9,1008.2,7.6,0,"ESE",0.6,"Huairou"
14434,2014,10,23,9,85,151,5,62,2000,2,13.1,1007.5,7.1,0,"E",0.5,"Huairou"
14435,2014,10,23,10,90,162,7,64,2000,2,14.1,1007,6.7,0,"ESE",0.7,"Huairou"
14436,2014,10,23,11,101,180,14,70,1500,4,15.1,1005.9,7.6,0,"SE",0.7,"Huairou"
14437,2014,10,23,12,110,170,26,53,1200,26,15.9,1004.7,7.9,0,"SE",0.7,"Huairou"
14438,2014,10,23,13,128,179,28,38,1300,51,16.4,1003.9,7.6,0,"ESE",0.9,"Huairou"
14439,2014,10,23,14,130,175,29,34,1200,65,16.4,1003.4,7.9,0,"ESE",1.7,"Huairou"
14440,2014,10,23,15,132,178,29,35,1200,70,16,1003.2,7.7,0,"SW",1.2,"Huairou"
14441,2014,10,23,16,122,160,31,34,1200,72,14.7,1003.3,8.4,0,"WSW",0.9,"Huairou"
14442,2014,10,23,17,123,161,28,50,1400,52,12.4,1003.5,8.7,0,"WNW",1.4,"Huairou"
14443,2014,10,23,18,129,173,16,70,1600,28,11.3,1004.1,8.5,0,"WNW",1.6,"Huairou"
14444,2014,10,23,19,126,176,6,77,1900,8,10.5,1004.3,8.1,0,"WNW",1.3,"Huairou"
14445,2014,10,23,20,158,190,4,66,2100,10,10.2,1004.4,8,0,"WNW",1.4,"Huairou"
14446,2014,10,23,21,149,169,5,45,1700,26,10.7,1004.4,8.3,0,"SSE",0.4,"Huairou"
14447,2014,10,23,22,149,164,4,36,1500,30,10.6,1003.9,8,0,"ENE",0.4,"Huairou"
14448,2014,10,23,23,145,156,4,31,1400,32,9.6,1003.6,8.2,0,"WNW",1.2,"Huairou"
14449,2014,10,24,0,143,147,3,26,1300,32,8.9,1003.4,7.7,0,"NW",1,"Huairou"
14450,2014,10,24,1,142,144,2,23,1400,28,8.4,1003.4,7.3,0,"NW",0.9,"Huairou"
14451,2014,10,24,2,141,145,3,22,1200,25,8,1003.2,7.1,0,"ENE",0.8,"Huairou"
14452,2014,10,24,3,145,145,2,23,1200,25,7.7,1002.8,6.8,0,"WNW",1.3,"Huairou"
14453,2014,10,24,4,145,145,2,24,1300,19,7.5,1002.9,6.6,0,"E",0.5,"Huairou"
14454,2014,10,24,5,143,143,2,28,1400,16,7.6,1002.9,6.8,0,"W",1.1,"Huairou"
14455,2014,10,24,6,147,147,2,29,1400,15,7.6,1003.2,6.8,0,"E",0.5,"Huairou"
14456,2014,10,24,7,150,150,2,30,1400,13,8.6,1003.8,8,0,"WSW",0.7,"Huairou"
14457,2014,10,24,8,152,152,2,35,1500,7,10.2,1004.2,9.3,0,"NNW",0.5,"Huairou"
14458,2014,10,24,9,163,163,3,36,1500,8,12.9,1003.9,9.2,0,"ESE",1,"Huairou"
14459,2014,10,24,10,175,175,6,45,1700,12,15.9,1003.3,9.8,0,"ESE",1.8,"Huairou"
14460,2014,10,24,11,193,193,13,49,NA,29,17.1,1002.4,9.8,0,"SE",1.8,"Huairou"
14461,2014,10,24,12,213,213,24,37,1700,73,18,1001.4,9.9,0,"SSE",1.6,"Huairou"
14462,2014,10,24,13,227,227,26,32,1700,102,18.1,1000.7,10.5,0,"SSE",1.4,"Huairou"
14463,2014,10,24,14,243,243,28,36,1900,121,17.9,1000.4,11,0,"SSE",1.6,"Huairou"
14464,2014,10,24,15,264,264,27,35,2000,130,16.9,1000.6,11.2,0,"SE",2.3,"Huairou"
14465,2014,10,24,16,278,278,22,32,NA,118,15.9,1001.1,11.3,0,"S",0.7,"Huairou"
14466,2014,10,24,17,289,289,16,43,2000,100,13.9,1001.9,11.4,0,"WNW",1.2,"Huairou"
14467,2014,10,24,18,295,295,9,58,2300,70,12.6,1002.4,10.8,0,"WNW",1.9,"Huairou"
14468,2014,10,24,19,289,289,5,94,2700,21,12.1,1002.8,10.5,0,"WNW",1.3,"Huairou"
14469,2014,10,24,20,301,301,3,66,2600,28,11.3,1003,10,0,"W",1,"Huairou"
14470,2014,10,24,21,285,285,3,47,2300,39,10.6,1003,9.5,0,"NW",0.6,"Huairou"
14471,2014,10,24,22,268,268,2,38,2100,45,10.4,1002.6,9.5,0,"WNW",0.9,"Huairou"
14472,2014,10,24,23,259,259,2,29,2000,45,9.7,1003,8.8,0,"NNE",0.8,"Huairou"
14473,2014,10,25,0,240,240,2,26,2000,42,9.5,1003.1,8.7,0,"NW",1.4,"Huairou"
14474,2014,10,25,1,228,228,2,24,1900,36,9.2,1002.9,8.4,0,"ENE",0.5,"Huairou"
14475,2014,10,25,2,213,213,2,20,1800,40,8.8,1002.6,8.2,0,"SE",0.7,"Huairou"
14476,2014,10,25,3,202,202,2,19,1700,41,8.6,1002.5,8,0,"NW",0.8,"Huairou"
14477,2014,10,25,4,199,199,2,18,1700,34,8.3,1002.3,7.7,0,"WNW",0.6,"Huairou"
14478,2014,10,25,5,189,189,2,17,1700,32,7.8,1002.2,7.4,0,"WNW",1.3,"Huairou"
14479,2014,10,25,6,175,175,2,18,1700,31,7.7,1002.4,7.4,0,"WNW",0.8,"Huairou"
14480,2014,10,25,7,164,164,2,18,1700,33,8.6,1003.3,8.3,0,"WNW",0.9,"Huairou"
14481,2014,10,25,8,163,163,2,25,1700,24,10.9,1003.7,10.6,0,"WNW",0.5,"Huairou"
14482,2014,10,25,9,169,169,2,27,1800,21,13.3,1003.7,12.8,0,"SSE",1.2,"Huairou"
14483,2014,10,25,10,209,209,4,33,1900,26,16.7,1003.2,11,0,"ESE",1.7,"Huairou"
14484,2014,10,25,11,242,242,12,41,1800,56,18.3,1002.4,10.9,0,"SW",1.1,"Huairou"
14485,2014,10,25,12,243,243,12,30,1700,91,18.8,1001.5,11.4,0,"SSE",2.1,"Huairou"
14486,2014,10,25,13,283,283,14,34,1800,105,19.8,1000.9,11.3,0,"SSW",1.5,"Huairou"
14487,2014,10,25,14,298,298,16,36,1900,127,19.3,1000.8,12.3,0,"S",1.8,"Huairou"
14488,2014,10,25,15,318,318,13,42,2000,135,18.5,1001,12.3,0,"SSW",1.2,"Huairou"
14489,2014,10,25,16,334,334,13,50,2100,140,17,1001.4,12.5,0,"SSW",1.5,"Huairou"
14490,2014,10,25,17,354,354,9,83,2300,102,14.8,1002.2,12.5,0,"NW",1,"Huairou"
14491,2014,10,25,18,366,366,5,85,2400,76,13.5,1002.8,11.9,0,"WNW",1.5,"Huairou"
14492,2014,10,25,19,377,377,3,94,2600,49,12.7,1003.1,11.4,0,"NW",1.1,"Huairou"
14493,2014,10,25,20,356,356,2,100,2800,13,12.4,1004,11.3,0,"WNW",1.6,"Huairou"
14494,2014,10,25,21,334,334,2,89,2900,2,12.7,1004.9,11.9,0,"E",0.7,"Huairou"
14495,2014,10,25,22,320,320,2,76,3000,2,12,1005.3,11.2,0,"NW",1.8,"Huairou"
14496,2014,10,25,23,304,304,2,70,2800,2,11.3,1005.8,10.5,0,"S",0.6,"Huairou"
14497,2014,10,26,0,279,279,2,45,2400,11,10.5,1006.7,10,0,"NE",0.8,"Huairou"
14498,2014,10,26,1,253,253,2,30,2100,24,10.5,1007.4,10,0,"WNW",1.9,"Huairou"
14499,2014,10,26,2,226,226,2,23,1800,31,10.4,1008.2,9.8,0,"NNE",2.8,"Huairou"
14500,2014,10,26,3,214,214,2,21,1800,46,17.7,1009.5,-4.3,0,"N",8.3,"Huairou"
14501,2014,10,26,4,162,162,2,21,1100,49,15.8,1010.7,-4.2,0,"N",9.4,"Huairou"
14502,2014,10,26,5,10,10,2,3,200,69,14.7,1011.9,-5.2,0,"NNE",6.5,"Huairou"
14503,2014,10,26,6,12,12,2,3,100,69,13.6,1014.1,-5.1,0,"NE",7.3,"Huairou"
14504,2014,10,26,7,6,6,2,6,100,64,13.3,1016.2,-6.3,0,"NE",6.5,"Huairou"
14505,2014,10,26,8,9,11,2,10,200,60,13.7,1017.4,-7.7,0,"NE",4.4,"Huairou"
14506,2014,10,26,9,6,13,2,12,200,58,13.2,1018,-11.4,0,"NE",5.1,"Huairou"
14507,2014,10,26,10,12,12,2,11,200,64,14.2,1018,-12.1,0,"ENE",6.5,"Huairou"
14508,2014,10,26,11,NA,NA,NA,NA,NA,NA,15.7,1017.9,-12.7,0,"E",4.5,"Huairou"
14509,2014,10,26,12,5,5,2,8,200,76,17.2,1017.1,-14.8,0,"NE",4.7,"Huairou"
14510,2014,10,26,13,4,5,2,8,200,80,18.2,1016.7,-14,0,"NE",5.2,"Huairou"
14511,2014,10,26,14,3,5,2,9,200,82,17.8,1017.1,-14.3,0,"ENE",6,"Huairou"
14512,2014,10,26,15,10,10,2,11,200,82,17.2,1017.3,-13.6,0,"ENE",4.2,"Huairou"
14513,2014,10,26,16,6,6,2,13,200,80,15.7,1017.6,-13.7,0,"ENE",4.2,"Huairou"
14514,2014,10,26,17,9,9,2,18,200,72,14.2,1018.3,-13,0,"NE",3.6,"Huairou"
14515,2014,10,26,18,9,9,3,23,200,65,13.5,1018.9,-14.4,0,"NE",4.8,"Huairou"
14516,2014,10,26,19,13,13,5,27,300,57,12.6,1019.8,-15.2,0,"ENE",3.9,"Huairou"
14517,2014,10,26,20,13,13,5,23,300,57,12.6,1021,-16.1,0,"NNE",4.7,"Huairou"
14518,2014,10,26,21,13,13,4,22,300,53,11.6,1021.7,-18,0,"NE",2.4,"Huairou"
14519,2014,10,26,22,8,8,3,19,200,57,9.5,1022.2,-14.4,0,"ENE",3.5,"Huairou"
14520,2014,10,26,23,7,7,2,20,200,55,9.2,1022.6,-14.6,0,"E",2.4,"Huairou"
14521,2014,10,27,0,6,6,6,15,200,59,7.6,1023.5,-14,0,"NE",2.2,"Huairou"
14522,2014,10,27,1,9,9,2,11,200,59,8,1023.5,-13,0,"E",1.7,"Huairou"
14523,2014,10,27,2,4,4,3,13,200,55,4.7,1023.6,-10.6,0,"NNE",1.2,"Huairou"
14524,2014,10,27,3,6,6,2,13,200,53,5.9,1023.7,-9.6,0,"N",1.7,"Huairou"
14525,2014,10,27,4,6,6,4,16,200,49,2.3,1023.7,-8.2,0,"NNE",1.5,"Huairou"
14526,2014,10,27,5,9,9,2,20,200,41,1.7,1024,-5.9,0,"WNW",1.3,"Huairou"
14527,2014,10,27,6,8,8,3,26,300,28,1.8,1024.3,-7.8,0,"NNW",2,"Huairou"
14528,2014,10,27,7,14,14,2,28,400,23,5.6,1025.1,-9.8,0,"NE",1.3,"Huairou"
14529,2014,10,27,8,9,9,2,38,500,17,8.1,1025.2,-11.8,0,"ENE",2,"Huairou"
14530,2014,10,27,9,10,10,3,27,300,32,10.5,1025,-11.6,0,"SE",1.2,"Huairou"
14531,2014,10,27,10,11,11,6,20,200,42,12.4,1024.4,-13.6,0,"NW",0.7,"Huairou"
14532,2014,10,27,11,11,11,12,19,400,50,12.9,1023.4,-11.6,0,"WSW",1.8,"Huairou"
14533,2014,10,27,12,17,17,18,28,800,50,13.4,1022.5,-9.1,0,"SSE",2.6,"Huairou"
14534,2014,10,27,13,23,23,23,41,1000,44,14,1021.6,-7.4,0,"SW",1.7,"Huairou"
14535,2014,10,27,14,40,40,26,61,1200,36,14.4,1021.2,-7.1,0,"S",1.3,"Huairou"
14536,2014,10,27,15,39,39,25,60,1100,39,14.1,1020.7,-7.3,0,"SSE",0.9,"Huairou"
14537,2014,10,27,16,36,36,21,54,1000,43,12,1020.5,-6.9,0,"E",1.6,"Huairou"
14538,2014,10,27,17,32,32,21,57,1100,34,8.8,1020.8,-3.4,0,"WNW",1.6,"Huairou"
14539,2014,10,27,18,38,38,19,77,1200,10,7.6,1021.1,-3.3,0,"WNW",1.7,"Huairou"
14540,2014,10,27,19,59,59,16,90,1800,2,6.7,1021.2,-3,0,"WNW",1.8,"Huairou"
14541,2014,10,27,20,63,63,13,84,1600,2,5.8,1021.4,-2.8,0,"WNW",1.3,"Huairou"
14542,2014,10,27,21,62,62,13,73,1400,4,5.2,1021.4,-1.1,0,"ENE",0.9,"Huairou"
14543,2014,10,27,22,68,68,7,72,1600,2,4.6,1021.4,-2.1,0,"WNW",1.3,"Huairou"
14544,2014,10,27,23,70,70,9,72,1300,2,4.6,1021.1,-1.4,0,"WNW",1.7,"Huairou"
14545,2014,10,28,0,64,64,7,63,1200,2,4.2,1020.9,-1,0,"WNW",1.5,"Huairou"
14546,2014,10,28,1,55,55,5,48,1100,2,3.7,1020.6,-0.5,0,"WNW",1.2,"Huairou"
14547,2014,10,28,2,51,51,3,40,900,3,3.3,1019.9,-0.3,0,"NW",1.3,"Huairou"
14548,2014,10,28,3,48,48,2,37,900,4,2.9,1019.9,0,0,"NW",0.9,"Huairou"
14549,2014,10,28,4,44,63,2,35,900,8,2.2,1020,-0.1,0,"NE",0.4,"Huairou"
14550,2014,10,28,5,44,68,2,37,900,7,1.9,1019.8,0.1,0,"NE",0.7,"Huairou"
14551,2014,10,28,6,45,64,2,38,900,6,1.7,1019.7,0.2,0,"WNW",0.9,"Huairou"
14552,2014,10,28,7,47,69,2,41,1000,2,3.3,1020.1,1.3,0,"WNW",0.6,"Huairou"
14553,2014,10,28,8,47,70,2,39,1000,4,7.2,1020.2,2.1,0,"NNE",0.4,"Huairou"
14554,2014,10,28,9,51,77,5,39,1000,9,10,1019.5,0.8,0,"SSE",1.3,"Huairou"
14555,2014,10,28,10,52,84,12,42,1100,18,11.2,1019,1.7,0,"S",1.4,"Huairou"
14556,2014,10,28,11,48,88,20,47,1200,28,12.1,1017.9,1.7,0,"ESE",2.1,"Huairou"
14557,2014,10,28,12,51,80,19,42,1000,40,12.2,1016.8,1.8,0,"S",2,"Huairou"
14558,2014,10,28,13,49,74,18,40,900,48,12.9,1016.5,2.4,0,"SW",1.9,"Huairou"
14559,2014,10,28,14,56,92,19,51,900,44,12.9,1016.2,2.1,0,"SSW",1.2,"Huairou"
14560,2014,10,28,15,65,109,21,64,900,44,12.6,1016,2.2,0,"SW",1,"Huairou"
14561,2014,10,28,16,72,115,21,81,1000,31,11.9,1015.8,2.6,0,"ENE",0.7,"Huairou"
14562,2014,10,28,17,76,119,18,90,1000,23,11,1015.9,3,0,"N",1.2,"Huairou"
14563,2014,10,28,18,80,134,16,105,1200,9,10.2,1016.5,4.3,0,"WNW",1.2,"Huairou"
14564,2014,10,28,19,87,150,15,114,1300,2,9.9,1016.4,4.1,0,"WNW",1.1,"Huairou"
14565,2014,10,28,20,93,152,10,100,1400,2,9,1016.5,4,0,"WNW",0.7,"Huairou"
14566,2014,10,28,21,94,135,7,96,1400,2,7.7,1016.5,4.3,0,"W",0.7,"Huairou"
14567,2014,10,28,22,88,128,5,87,1300,2,7.2,1016.2,3.1,0,"ENE",0.8,"Huairou"
14568,2014,10,28,23,87,111,4,72,1100,3,7.5,1016.2,4.3,0,"WNW",0.8,"Huairou"
14569,2014,10,29,0,79,99,3,56,1000,10,7.8,1016.1,4.6,0,"WNW",1.1,"Huairou"
14570,2014,10,29,1,77,93,3,51,900,10,7.4,1016,4.2,0,"WNW",1.1,"Huairou"
14571,2014,10,29,2,74,90,3,51,900,9,6.7,1015.5,3.5,0,"WNW",1.2,"Huairou"
14572,2014,10,29,3,72,87,2,42,800,13,5.2,1015.4,3.2,0,"WNW",0.7,"Huairou"
14573,2014,10,29,4,70,87,2,40,800,11,4.9,1015.5,3.1,0,"ENE",0.5,"Huairou"
14574,2014,10,29,5,NA,NA,NA,NA,NA,NA,5,1015.5,3.7,0,"WNW",1,"Huairou"
14575,2014,10,29,6,NA,NA,NA,NA,NA,48,4.7,1015.9,3.4,0,"NW",1,"Huairou"
14576,2014,10,29,7,NA,NA,NA,NA,NA,48,5.2,1016.5,3.8,0,"S",0.6,"Huairou"
14577,2014,10,29,8,NA,NA,NA,NA,NA,NA,8.1,1016.7,4.5,0,"ESE",0.4,"Huairou"
14578,2014,10,29,9,79,102,2,46,1100,4,11.8,1016.4,4.3,0,"SE",1.4,"Huairou"
14579,2014,10,29,10,90,124,8,57,1100,8,13.1,1016.2,3.7,0,"SE",1,"Huairou"
14580,2014,10,29,11,89,121,20,46,900,33,14.6,1015.2,2.5,0,"ENE",1.1,"Huairou"
14581,2014,10,29,12,84,106,20,42,800,57,15.5,1014.5,1.6,0,"SW",1.7,"Huairou"
14582,2014,10,29,13,72,100,23,36,800,83,16.7,1013.9,0.7,0,"S",1.8,"Huairou"
14583,2014,10,29,14,70,96,25,31,700,98,15.8,1013.7,1.1,0,"SW",1.9,"Huairou"
14584,2014,10,29,15,71,91,22,26,700,110,15,1013.9,1.8,0,"SSW",1.2,"Huairou"
14585,2014,10,29,16,80,119,21,37,800,104,14.1,1014,2.6,0,"SSW",0.8,"Huairou"
14586,2014,10,29,17,83,121,19,57,900,83,11.8,1014.3,4.7,0,"WNW",1.6,"Huairou"
14587,2014,10,29,18,95,142,15,81,1300,51,10.6,1014.3,4.1,0,"WNW",1.4,"Huairou"
14588,2014,10,29,19,111,173,9,106,1700,18,10.3,1014.3,4.2,0,"NW",0.8,"Huairou"
14589,2014,10,29,20,123,145,8,84,1400,24,10,1014.7,4.8,0,"SSE",0.6,"Huairou"
14590,2014,10,29,21,104,130,9,58,1200,40,10.2,1014.9,4.8,0,"E",0.8,"Huairou"
14591,2014,10,29,22,100,123,8,48,1100,45,10.1,1014.8,5.5,0,"ESE",0.5,"Huairou"
14592,2014,10,29,23,95,107,8,38,1000,50,9.9,1014.6,5.5,0,"NE",0.7,"Huairou"
14593,2014,10,30,0,91,105,7,34,1000,50,9.9,1014.4,6.4,0,"SW",0.7,"Huairou"
14594,2014,10,30,1,96,113,6,36,1100,37,10,1014.4,6,0,"WSW",0.6,"Huairou"
14595,2014,10,30,2,106,131,8,66,1200,2,10.1,1014,5.9,0,"WNW",0.6,"Huairou"
14596,2014,10,30,3,106,126,6,57,1000,4,10,1013.6,5.8,0,"NNW",0.9,"Huairou"
14597,2014,10,30,4,100,103,5,36,900,26,9.8,1013.5,6.3,0,"W",0.6,"Huairou"
14598,2014,10,30,5,94,105,5,33,900,28,9.7,1013.6,6.6,0,"WNW",0.9,"Huairou"
14599,2014,10,30,6,94,103,4,35,900,24,9.7,1013.9,6.4,0,"WNW",0.9,"Huairou"
14600,2014,10,30,7,97,113,5,50,1100,11,9.8,1014.7,7.9,0.1,"ESE",0.5,"Huairou"
14601,2014,10,30,8,98,127,4,50,1100,8,11,1014.9,8.6,0,"ESE",0.5,"Huairou"
14602,2014,10,30,9,98,125,3,41,1100,10,11.7,1014.9,8.5,0,"SSW",0.8,"Huairou"
14603,2014,10,30,10,108,134,3,48,1200,7,12.9,1014.8,7.8,0,"NW",0.6,"Huairou"
14604,2014,10,30,11,119,128,6,61,1500,10,14,1014.3,7.1,0,"SSE",1.2,"Huairou"
14605,2014,10,30,12,136,150,15,58,1500,34,14.3,1013.4,7.1,0.1,"SE",0.6,"Huairou"
14606,2014,10,30,13,147,157,18,61,1500,45,14.8,1012.8,6.4,0,"ESE",0.8,"Huairou"
14607,2014,10,30,14,152,158,18,65,1500,51,14.9,1012.3,6.7,0,"E",2.1,"Huairou"
14608,2014,10,30,15,159,176,25,67,1400,64,14.7,1012.4,6.3,0,"ESE",0.6,"Huairou"
14609,2014,10,30,16,158,169,43,57,1400,75,13.6,1012.3,7.8,0,"WNW",0.9,"Huairou"
14610,2014,10,30,17,154,167,32,50,1400,76,12.7,1012.8,8.2,0,"NW",0.9,"Huairou"
14611,2014,10,30,18,162,192,21,79,1600,42,12.2,1013.3,8.5,0,"WNW",1.5,"Huairou"
14612,2014,10,30,19,187,213,15,87,1900,31,11.6,1013.6,8.3,0,"WNW",1.4,"Huairou"
14613,2014,10,30,20,183,205,11,79,1900,24,11.5,1013.8,7.6,0,"WNW",0.8,"Huairou"
14614,2014,10,30,21,177,179,8,61,1800,25,10.7,1014.3,7.8,0,"WNW",1.9,"Huairou"
14615,2014,10,30,22,165,165,7,54,1800,26,10.6,1014,7.8,0.1,"ESE",0.5,"Huairou"
14616,2014,10,30,23,147,149,8,32,1700,42,10.2,1013.6,8.1,0,"ESE",0.5,"Huairou"
14617,2014,10,31,0,136,136,5,27,1700,38,9.3,1013.4,8.1,0,"WNW",1,"Huairou"
14618,2014,10,31,1,131,131,3,31,1700,27,9.5,1013.3,7.6,0,"NW",0.5,"Huairou"
14619,2014,10,31,2,123,123,4,22,1600,37,9.6,1012.8,7.7,0,"WNW",1.1,"Huairou"
14620,2014,10,31,3,116,116,5,19,1500,39,9.8,1012.6,7.6,0,"ENE",0.6,"Huairou"
14621,2014,10,31,4,108,108,4,18,1500,36,9.7,1012.4,6.8,0,"SSE",0.4,"Huairou"
14622,2014,10,31,5,98,98,4,26,1400,30,10,1012.4,7.1,0,"W",1.1,"Huairou"
14623,2014,10,31,6,101,101,3,22,1400,30,10.1,1012.4,6.8,0,"W",0.8,"Huairou"
14624,2014,10,31,7,92,92,4,23,1300,31,10.9,1012.8,7.6,0,"N",0.6,"Huairou"
14625,2014,10,31,8,87,87,5,34,1300,24,11.8,1013,7.3,0,"W",1.2,"Huairou"
